layer,plane,line,name,category,opcode,start_us,duration_us,shape,operand_shapes,direct_weights,metadata,source,fused_ops,collectives,hlo_line,hlo_source,group,purpose
3,/device:TPU:0,XLA Ops,copy-start.2673,copy-start,copy-start,22668.87515,0.007203,"(bf16[256]{0:T(256)(128)(2,1)S(1)}, bf16[256]{0:T(256)(128)(2,1)}, u32[]{:S(2)})","bf16[256]{0:T(256)(128)(2,1)}",qk_rms_weight,,,{},[],126368,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,启动 DMA 搬运。
3,/device:TPU:0,XLA Ops,sparse-core-data-format-call.94.cloned.1.call-start,async-start,async-start,22668.890832,0.096038,"((), (), s32[]{:S(2)})",,,"op_name=""custom_kernel/custom_kernel/reshape;reshape"" stack_frame_id=559",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,"{""call"": 1}",[],126369,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0 SparseCore 0,Sparse Core Ops,copy.12012.cloned.1.call-start,async-start,async-start,22669.025285,0.012005,"((bf16[4096,17408]{1,0:T(8,128)(2,1)}), bf16[4096,17408]{0,1:T(8,128)(2,1)}, u32[]{:S(8)})","bf16[4096,17408]{1,0:T(8,128)(2,1)}",,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/convert_element_type"" stack_frame_id=650",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:113,"{""call"": 1}",[],8427,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0 SparseCore 0,Sparse Core Ops,copy.12012.cloned.1.call-done,async-done,async-done,22669.040817,104.345738,"bf16[4096,17408]{0,1:T(8,128)(2,1)}","((bf16[4096,17408]{1,0:T(8,128)(2,1)}), bf16[4096,17408]{0,1:T(8,128)(2,1)}, u32[]{:S(8)})",,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/convert_element_type"" stack_frame_id=650",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:113,{},[],8428,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0,XLA Ops,sparse-core-data-format-call.95.cloned.1.call-done,async-done,async-done,22704.398635,69.087635,"bf16[4096,17408]{0,1:T(8,128)(2,1)}","((bf16[4096,17408]{1,0:T(8,128)(2,1)}), bf16[4096,17408]{0,1:T(8,128)(2,1)})",,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/convert_element_type"" stack_frame_id=650",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:113,{},[],126437,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0,XLA Ops,fusion.556,loop fusion,fusion,22773.487395,8.153661,"(f32[4096,2]{0,1:T(2,128)S(1)}, f8e4m3fn[4096,2,256]{0,2,1:T(8,128)(4,1)})","bf16[4096,68,256]{0,2,1:T(8,128)(2,1)}",,"op_name=""mean/mean"" stack_frame_id=486",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:18,"{""slice"": 2, ""convert"": 3, ""multiply"": 1, ""reduce"": 1, ""compare"": 6, ""broadcast"": 3, ""or"": 2, ""select"": 4, ""tuple"": 1}",[],126439,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
3,/device:TPU:0,XLA Ops,add_rsqrt_fusion.74,loop fusion,fusion,22781.64841,0.220888,"f32[4096,2]{0,1:T(2,128)S(1)}","(f32[4096,2]{0,1:T(2,128)S(1)}, f8e4m3fn[4096,2,256]{0,2,1:T(8,128)(4,1)})",,"op_name=""rsqrt/rsqrt"" stack_frame_id=501",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:19,"{""broadcast"": 2, ""multiply"": 1, ""add"": 1, ""rsqrt"": 1}",[],126440,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
3,/device:TPU:0,XLA Ops,copy-done.2673,copy-done,copy-done,22781.877626,0.003601,"bf16[256]{0:T(256)(128)(2,1)S(1)}","(bf16[256]{0:T(256)(128)(2,1)S(1)}, bf16[256]{0:T(256)(128)(2,1)}, u32[]{:S(2)})",qk_rms_weight,,,{},[],126441,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,等待对应 DMA 完成；与 copy-start 是同一次搬运的两端，不能重复计算搬运量。
3,/device:TPU:0,XLA Ops,multiply_add_fusion.225,loop fusion,fusion,22781.888356,4.105642,"bf16[4096,2,256]{0,2,1:T(8,128)(2,1)S(1)}","f32[4096,2]{0,1:T(2,128)S(1)}; bf16[4096,68,256]{0,2,1:T(8,128)(2,1)}; bf16[256]{0:T(256)(128)(2,1)S(1)}",qk_rms_weight,"op_name=""add/add"" stack_frame_id=502",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:21,"{""slice"": 1, ""convert"": 2, ""broadcast"": 2, ""multiply"": 2, ""add"": 1}",[],126442,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,Q/K RMSNorm,对每个 Q/K head 归一化并应用 head 维度的可学习权重；可与邻近算子融合。
3,/device:TPU:0,XLA Ops,copy-start.997,copy-start,copy-start,22786.002476,0.008403,"(bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}, bf16[4096,2,256]{0,2,1:T(8,128)(2,1)S(1)}, u32[]{:S(2)})","bf16[4096,2,256]{0,2,1:T(8,128)(2,1)S(1)}",,,,{},[],126443,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,启动 DMA 搬运。
3,/device:TPU:0,XLA Ops,copy-start.2705,copy-start,copy-start,22786.019208,0.008403,"(bf16[256]{0:T(256)(128)(2,1)S(1)}, bf16[256]{0:T(256)(128)(2,1)}, u32[]{:S(2)})","bf16[256]{0:T(256)(128)(2,1)}",qk_rms_weight,,,{},[],126444,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,启动 DMA 搬运。
3,/device:TPU:0,XLA Ops,fusion.12,loop fusion,fusion,22786.036015,22.086435,"f32[4096,32]{0,1:T(8,128)S(1)}","bf16[4096,34,512]{0,2,1:T(8,128)(2,1)}",,"op_name=""mean/mean"" stack_frame_id=486",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:18,"{""slice"": 1, ""convert"": 1, ""multiply"": 1, ""reduce"": 1}",[],126446,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
3,/device:TPU:0,XLA Ops,copy-done.997,copy-done,copy-done,22808.207984,0.002401,"bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}","(bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}, bf16[4096,2,256]{0,2,1:T(8,128)(2,1)S(1)}, u32[]{:S(2)})",,,,{},[],126455,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,等待对应 DMA 完成；与 copy-start 是同一次搬运的两端，不能重复计算搬运量。
3,/device:TPU:0,XLA Ops,add_rsqrt_fusion.59,loop fusion,fusion,22808.218563,0.109244,"f32[4096,32]{0,1:T(8,128)S(1)}","f32[4096,32]{0,1:T(8,128)S(1)}",,"op_name=""rsqrt/rsqrt"" stack_frame_id=501",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:19,"{""broadcast"": 2, ""multiply"": 1, ""add"": 1, ""rsqrt"": 1}",[],126456,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
3,/device:TPU:0,XLA Ops,copy-done.2705,copy-done,copy-done,22808.335009,0.003601,"bf16[256]{0:T(256)(128)(2,1)S(1)}","(bf16[256]{0:T(256)(128)(2,1)S(1)}, bf16[256]{0:T(256)(128)(2,1)}, u32[]{:S(2)})",qk_rms_weight,,,{},[],126457,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,等待对应 DMA 完成；与 copy-start 是同一次搬运的两端，不能重复计算搬运量。
3,/device:TPU:0,XLA Ops,multiply_add_fusion.14,loop fusion,fusion,22808.345739,44.587035,"bf16[4096,32,256]{0,2,1:T(8,128)(2,1)}","f32[4096,32]{0,1:T(8,128)S(1)}; bf16[4096,34,512]{0,2,1:T(8,128)(2,1)}; bf16[256]{0:T(256)(128)(2,1)S(1)}",qk_rms_weight,"op_name=""add/add"" stack_frame_id=502",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:21,"{""slice"": 1, ""convert"": 2, ""broadcast"": 2, ""multiply"": 2, ""add"": 1}",[],126458,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,Q/K RMSNorm,对每个 Q/K head 归一化并应用 head 维度的可学习权重；可与邻近算子融合。
3,/device:TPU:0,XLA Ops,as_strided.725,slice,slice,22852.932923,31.835534,"bf16[4096,32,192]{0,2,1:T(8,128)(2,1)}","bf16[4096,32,256]{0,2,1:T(8,128)(2,1)}",,"op_name=""cat/as_strided"" stack_frame_id=551",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/rotary_embedding/mrope.py:349,{},[],126459,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RoPE,读取位置对应的 cos/sin，旋转 Q/K 的 rotary 部分；本模型只旋转 head_dim 的 1/4。
3,/device:TPU:0,XLA Ops,multiply_subtract_fusion.14,loop fusion,fusion,22884.768383,6.752701,"(bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)}, bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)})","bf16[4096,32,256]{0,2,1:T(8,128)(2,1)}; bf16[4096,32]{0,1:T(8,128)(2,1)S(1)}; bf16[4096,32]{0,1:T(8,128)(2,1)S(1)}",,"op_name=""sub/sub"" stack_frame_id=549",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/rotary_embedding/common.py:176,"{""slice"": 2, ""broadcast"": 2, ""multiply"": 4, ""subtract"": 1, ""add"": 1, ""tuple"": 1}",[],126460,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RoPE,读取位置对应的 cos/sin，旋转 Q/K 的 rotary 部分；本模型只旋转 head_dim 的 1/4。
3,/device:TPU:0,XLA Ops,pad_maximum_fusion,loop fusion,fusion,22891.528287,39.973589,"bf16[4096,32,256]{0,2,1:T(8,128)(2,1)}","bf16[4096,32,192]{0,2,1:T(8,128)(2,1)}; (bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)}, bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)}); (bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)}, bf16[4096,32,32]{0,2,1:T(8,128)(2,1)S(1)})",,"op_name=""cat/cat"" stack_frame_id=551",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/rotary_embedding/mrope.py:349,"{""pad"": 3, ""convert"": 4, ""maximum"": 2, ""reduce-precision"": 1}",[],126461,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RoPE,读取位置对应的 cos/sin，旋转 Q/K 的 rotary 部分；本模型只旋转 head_dim 的 1/4。
3,/device:TPU:0,XLA Ops,copy-start.998,copy-start,copy-start,22931.501876,0.0012,"(bf16[4096,2,256]{0,2,1:T(8,128)(2,1)S(1)}, bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}, u32[]{:S(2)})","bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}",,,,{},[],126462,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,启动 DMA 搬运。
3,/device:TPU:0,XLA Ops,slice-start,async-start,async-start,22931.504202,0.0012,"((bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}), bf16[4096,2,192]{0,2,1:T(8,128)(2,1)S(1)}, s32[]{:S(2)})","bf16[4096,2,256]{0,2,1:T(8,128)(2,1)}",,"op_name=""cat/as_strided"" stack_frame_id=541",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/rotary_embedding/mrope.py:360,"{""slice"": 1}",[],126463,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,异步调用控制,异步 kernel/collective 的启动、提交或完成边界；具体计算在被调用的 HLO computation 中，不能把边界再当一遍计算。
3,/device:TPU:0,XLA Ops,copy-start.999,copy-start,copy-start,22931.506603,0.002401,"(f8e4m3fn[4096,2,256]{0,2,1:T(8,128)(4,1)S(1)}, f8e4m3fn[4096,2,256]{0,2,1:T(8,128)(4,1)}, u32[]{:S(2)})","(f32[4096,2]{0,1:T(2,128)S(1)}, f8e4m3fn[4096,2,256]{0,2,1:T(8,128)(4,1)})",,,,{},[],126464,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,DMA 搬运,启动 DMA 搬运。
3,/device:TPU:0,XLA Ops,sparse-core-data-format-call.94.cloned.1.call-update,async-update,async-update,22931.516357,0.036014,"((bf16[4096,2,8,2,256]{0,4,3,2,1:T(8,128)(2,1)}), bf16[4096,2,8,2,256]{4,3,2,0,1:T(2,128)(2,1)})","((), (), s32[]{:S(2)}); bf16[4096,2,8,2,256]{0,4,3,2,1:T(8,128)(2,1)}",,,,{},[],126466,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0,XLA Ops,sparse-core-data-format-call.93.cloned.1.call-start,async-start,async-start,22931.559574,0.102041,"((), (), s32[]{:S(2)})",,,"op_name=""custom_kernel/custom_kernel/reshape"" stack_frame_id=559",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,"{""call"": 1}",[],126467,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0 SparseCore 0,Sparse Core Ops,copy.12010.cloned.1.call-start,async-start,async-start,22931.660339,0.012005,"((bf16[4096,2,8,2,256]{0,4,3,2,1:T(8,128)(2,1)}), bf16[4096,2,8,2,256]{4,3,2,0,1:T(2,128)(2,1)}, u32[]{:S(8)})","bf16[4096,2,8,2,256]{0,4,3,2,1:T(8,128)(2,1)}",,"op_name=""custom_kernel/custom_kernel/reshape;reshape"" stack_frame_id=559",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,"{""call"": 1}",[],12426,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
3,/device:TPU:0 SparseCore 0,Sparse Core Ops,copy.12010.cloned.1.call-done,async-done,async-done,22931.677221,51.704682,"bf16[4096,2,8,2,256]{4,3,2,0,1:T(2,128)(2,1)}","((bf16[4096,2,8,2,256]{0,4,3,2,1:T(8,128)(2,1)}), bf16[4096,2,8,2,256]{4,3,2,0,1:T(2,128)(2,1)}, u32[]{:S(8)})",,"op_name=""custom_kernel/custom_kernel/reshape;reshape"" stack_frame_id=559",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,{},[],12427,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
